"","Year","Date","Week","Location","elev","n_conc","conc_bin","Home_Team","Away_Team"
"1249",2019,"10/6/2019",5,"LAC",78,0,0,"LAC","DEN"
"1250",2019,"10/13/2019",6,"LAC",78,0,0,"LAC","PIT"
"1251",2019,"11/3/2019",9,"LAC",78,0,0,"LAC","GB"
"1252",2019,"12/15/2019",15,"LAC",78,0,0,"LAC","MIN"
"1253",2019,"12/22/2019",16,"LAC",78,0,0,"LAC","OAK"
"1254",2019,"10/6/2019",5,"LON",62,0,0,"OAK","CHI"
"1255",2019,"10/13/2019",6,"LON",62,0,0,"TB","CAR"
"1256",2012,"9/16/2012",2,"SD",53,0,0,"SD","TEN"
"1257",2012,"9/23/2012",3,"SD",53,0,0,"SD","ATL"
"1258",2012,"10/15/2012",6,"SD",53,0,0,"SD","DEN"
"1259",2012,"11/1/2012",9,"SD",53,2,1,"SD","KC"
"1260",2012,"11/25/2012",12,"SD",53,1,1,"SD","BAL"
"1261",2012,"12/2/2012",13,"SD",53,1,1,"SD","CIN"
"1262",2012,"12/16/2012",15,"SD",53,0,0,"SD","CAR"
"1263",2012,"12/30/2012",17,"SD",53,0,0,"SD","OAK"
"1264",2013,"9/9/2013",1,"SD",53,0,0,"SD","HOU"
"1265",2013,"9/29/2013",4,"SD",53,1,1,"SD","DAL"
"1266",2013,"10/14/2013",6,"SD",53,1,1,"SD","IND"
"1267",2013,"11/10/2013",10,"SD",53,0,0,"SD","DEN"
"1268",2013,"12/1/2013",13,"SD",53,0,0,"SD","CIN"
"1269",2013,"12/8/2013",14,"SD",53,0,0,"SD","NYG"
"1270",2013,"12/22/2013",16,"SD",53,0,0,"SD","OAK"
"1271",2013,"12/29/2013",17,"SD",53,0,0,"SD","KC"
"1272",2014,"9/14/2014",2,"SD",53,0,0,"SD","SEA"
"1273",2014,"9/28/2014",4,"SD",53,2,1,"SD","JAX"
"1274",2014,"10/5/2014",5,"SD",53,1,1,"SD","NYJ"
"1275",2014,"10/19/2014",7,"SD",53,1,1,"SD","KC"
"1276",2014,"11/16/2014",11,"SD",53,0,0,"SD","OAK"
"1277",2014,"11/23/2014",12,"SD",53,0,0,"SD","STL"
"1278",2014,"12/7/2014",14,"SD",53,2,1,"SD","NE"
"1279",2014,"12/14/2014",15,"SD",53,0,0,"SD","DEN"
"1280",2015,"9/13/2015",1,"SD",53,0,0,"SD","DET"
"1281",2015,"10/4/2015",4,"SD",53,2,1,"SD","CLE"
"1282",2015,"10/12/2015",5,"SD",53,1,1,"SD","PIT"
"1283",2015,"10/25/2015",7,"SD",53,0,0,"SD","OAK"
"1284",2015,"11/9/2015",9,"SD",53,1,1,"SD","CHI"
"1285",2015,"11/22/2015",11,"SD",53,5,1,"SD","KC"
"1286",2015,"12/6/2015",13,"SD",53,3,1,"SD","DEN"
"1287",2015,"12/20/2015",15,"SD",53,1,1,"SD","MIA"
"1288",2016,"9/18/2016",2,"SD",53,1,1,"SD","JAX"
"1289",2016,"10/2/2016",4,"SD",53,0,0,"SD","NO"
"1290",2016,"10/13/2016",6,"SD",53,2,1,"SD","DEN"
"1291",2016,"11/6/2016",9,"SD",53,1,1,"SD","TEN"
"1292",2016,"11/13/2016",10,"SD",53,2,1,"SD","MIA"
"1293",2016,"12/4/2016",13,"SD",53,2,1,"SD","TB"
"1294",2016,"12/18/2016",15,"SD",53,0,0,"SD","OAK"
"1295",2016,"1/1/2017",17,"SD",53,0,0,"SD","KC"
"1296",2012,"9/9/2012",1,"HOU",50,1,1,"HOU","MIA"
"1297",2012,"9/30/2012",4,"HOU",50,0,0,"HOU","TEN"
"1298",2012,"10/14/2012",6,"HOU",50,1,1,"HOU","GB"
"1299",2012,"10/21/2012",7,"HOU",50,0,0,"HOU","BAL"
"1300",2012,"11/4/2012",9,"HOU",50,0,0,"HOU","BUF"
"1301",2012,"11/18/2012",11,"HOU",50,2,1,"HOU","JAX"
"1302",2012,"12/16/2012",15,"HOU",50,0,0,"HOU","IND"
"1303",2012,"12/23/2012",16,"HOU",50,0,0,"HOU","MIN"
"1304",2013,"9/15/2013",2,"HOU",50,2,1,"HOU","TEN"
"1305",2013,"9/29/2013",4,"HOU",50,1,1,"HOU","SEA"
"1306",2013,"10/13/2013",6,"HOU",50,0,0,"HOU","STL"
"1307",2013,"11/3/2013",9,"HOU",50,0,0,"HOU","IND"
"1308",2013,"11/17/2013",11,"HOU",50,0,0,"HOU","OAK"
"1309",2013,"11/24/2013",12,"HOU",50,0,0,"HOU","JAX"
"1310",2013,"12/1/2013",13,"HOU",50,0,0,"HOU","NE"
"1311",2013,"12/22/2013",16,"HOU",50,1,1,"HOU","DEN"
"1312",2014,"9/7/2014",1,"HOU",50,0,0,"HOU","WAS"
"1313",2014,"9/28/2014",4,"HOU",50,1,1,"HOU","BUF"
"1314",2014,"10/9/2014",6,"HOU",50,0,0,"HOU","IND"
"1315",2014,"11/2/2014",9,"HOU",50,1,1,"HOU","PHI"
"1316",2014,"11/23/2014",12,"HOU",50,0,0,"HOU","CIN"
"1317",2014,"11/30/2014",13,"HOU",50,0,0,"HOU","TEN"
"1318",2014,"12/21/2014",16,"HOU",50,0,0,"HOU","BAL"
"1319",2014,"12/28/2014",17,"HOU",50,0,0,"HOU","JAX"
"1320",2015,"9/13/2015",1,"HOU",50,0,0,"HOU","KC"
"1321",2015,"9/27/2015",3,"HOU",50,0,0,"HOU","TB"
"1322",2015,"10/8/2015",5,"HOU",50,0,0,"HOU","IND"
"1323",2015,"11/1/2015",8,"HOU",50,2,1,"HOU","TEN"
"1324",2015,"11/22/2015",11,"HOU",50,2,1,"HOU","NYJ"
"1325",2015,"11/29/2015",12,"HOU",50,1,1,"HOU","NO"
"1326",2015,"12/13/2015",14,"HOU",50,1,1,"HOU","NE"
"1327",2015,"1/3/2016",17,"HOU",50,0,0,"HOU","JAX"
"1328",2016,"9/11/2016",1,"HOU",50,0,0,"HOU","CHI"
"1329",2016,"9/18/2016",2,"HOU",50,0,0,"HOU","KC"
"1330",2016,"10/2/2016",4,"HOU",50,0,0,"HOU","TEN"
"1331",2016,"10/16/2016",6,"HOU",50,0,0,"HOU","IND"
"1332",2016,"10/30/2016",8,"HOU",50,0,0,"HOU","DET"
"1333",2016,"11/27/2016",12,"HOU",50,0,0,"HOU","SD"
"1334",2016,"12/18/2016",15,"HOU",50,2,1,"HOU","JAX"
"1335",2016,"12/24/2016",16,"HOU",50,0,0,"HOU","CIN"
"1336",2017,"9/10/2017",1,"HOU",50,4,1,"HOU","JAX"
"1337",2017,"10/1/2017",4,"HOU",50,0,0,"HOU","TEN"
"1338",2017,"10/8/2017",5,"HOU",50,3,1,"HOU","KC"
"1339",2017,"10/15/2017",6,"HOU",50,0,0,"HOU","CLE"
"1340",2017,"11/5/2017",9,"HOU",50,1,1,"HOU","IND"
"1341",2017,"11/19/2017",11,"HOU",50,1,1,"HOU","ARI"
"1342",2017,"12/10/2017",14,"HOU",50,2,1,"HOU","SF"
"1343",2017,"12/25/2017",16,"HOU",50,1,1,"HOU","PIT"
"1344",2018,"9/23/2018",3,"HOU",50,0,0,"HOU","NYG"
"1345",2018,"10/7/2018",5,"HOU",50,0,0,"HOU","DAL"
"1346",2018,"10/14/2018",6,"HOU",50,0,0,"HOU","BUF"
"1347",2018,"10/25/2018",8,"HOU",50,1,1,"HOU","MIA"
"1348",2018,"11/26/2018",12,"HOU",50,1,1,"HOU","TEN"
"1349",2018,"12/2/2018",13,"HOU",50,2,1,"HOU","CLE"
"1350",2018,"12/9/2018",14,"HOU",50,1,1,"HOU","IND"
"1351",2018,"12/30/2018",17,"HOU",50,0,0,"HOU","JAX"
"1352",2019,"9/15/2019",2,"HOU",50,0,0,"HOU","JAX"
"1353",2019,"9/29/2019",4,"HOU",50,3,1,"HOU","CAR"
"1354",2019,"10/6/2019",5,"HOU",50,1,1,"HOU","ATL"
"1355",2019,"10/27/2019",8,"HOU",50,1,1,"HOU","OAK"
"1356",2019,"11/21/2019",12,"HOU",50,0,0,"HOU","IND"
"1357",2019,"12/1/2019",13,"HOU",50,0,0,"HOU","NE"
"1358",2019,"12/8/2019",14,"HOU",50,0,0,"HOU","DEN"
"1359",2019,"12/29/2019",17,"HOU",50,0,0,"HOU","TEN"
"1360",2012,"9/9/2012",1,"TB",36,0,0,"TB","CAR"
"1361",2012,"9/30/2012",4,"TB",36,2,1,"TB","WAS"
"1362",2012,"10/14/2012",6,"TB",36,0,0,"TB","KC"
"1363",2012,"10/21/2012",7,"TB",36,0,0,"TB","NO"
"1364",2012,"11/11/2012",10,"TB",36,0,0,"TB","SD"
"1365",2012,"11/25/2012",12,"TB",36,0,0,"TB","ATL"
"1366",2012,"12/9/2012",14,"TB",36,1,1,"TB","PHI"
"1367",2012,"12/23/2012",16,"TB",36,0,0,"TB","STL"
"1368",2013,"9/15/2013",2,"TB",36,0,0,"TB","NO"
"1369",2013,"9/29/2013",4,"TB",36,0,0,"TB","ARI"
"1370",2013,"10/13/2013",6,"TB",36,0,0,"TB","PHI"
"1371",2013,"10/24/2013",8,"TB",36,0,0,"TB","CAR"
"1372",2013,"11/11/2013",10,"TB",36,1,1,"TB","MIA"
"1373",2013,"11/17/2013",11,"TB",36,1,1,"TB","ATL"
"1374",2013,"12/8/2013",14,"TB",36,1,1,"TB","BUF"
"1375",2013,"12/15/2013",15,"TB",36,0,0,"TB","SF"
"1376",2014,"9/7/2014",1,"TB",36,0,0,"TB","CAR"
"1377",2014,"9/14/2014",2,"TB",36,0,0,"TB","STL"
"1378",2014,"10/12/2014",6,"TB",36,1,1,"TB","BAL"
"1379",2014,"10/26/2014",8,"TB",36,0,0,"TB","MIN"
"1380",2014,"11/9/2014",10,"TB",36,0,0,"TB","ATL"
"1381",2014,"11/30/2014",13,"TB",36,1,1,"TB","CIN"
"1382",2014,"12/21/2014",16,"TB",36,0,0,"TB","GB"
"1383",2014,"12/28/2014",17,"TB",36,0,0,"TB","NO"
"1384",2015,"9/13/2015",1,"TB",36,0,0,"TB","TEN"
"1385",2015,"10/4/2015",4,"TB",36,1,1,"TB","CAR"
"1386",2015,"10/11/2015",5,"TB",36,1,1,"TB","JAX"
"1387",2015,"11/8/2015",9,"TB",36,2,1,"TB","NYG"
"1388",2015,"11/15/2015",10,"TB",36,0,0,"TB","DAL"
"1389",2015,"12/6/2015",13,"TB",36,1,1,"TB","ATL"
"1390",2015,"12/13/2015",14,"TB",36,0,0,"TB","NO"
"1391",2015,"12/27/2015",16,"TB",36,0,0,"TB","CHI"
"1392",2016,"9/25/2016",3,"TB",36,0,0,"TB","LAR"
"1393",2016,"10/2/2016",4,"TB",36,0,0,"TB","DEN"
"1394",2016,"10/30/2016",8,"TB",36,0,0,"TB","OAK"
"1395",2016,"11/3/2016",9,"TB",36,2,1,"TB","ATL"
"1396",2016,"11/13/2016",10,"TB",36,1,1,"TB","CHI"
"1397",2016,"11/27/2016",12,"TB",36,0,0,"TB","SEA"
"1398",2016,"12/11/2016",14,"TB",36,0,0,"TB","NO"
"1399",2016,"1/1/2017",17,"TB",36,0,0,"TB","CAR"
"1400",2017,"9/17/2017",2,"TB",36,0,0,"TB","CHI"
"1401",2017,"10/1/2017",4,"TB",36,1,1,"TB","NYG"
"1402",2017,"10/5/2017",5,"TB",36,1,1,"TB","NE"
"1403",2017,"10/29/2017",8,"TB",36,0,0,"TB","CAR"
"1404",2017,"11/12/2017",10,"TB",36,0,0,"TB","NYJ"
"1405",2017,"12/10/2017",14,"TB",36,1,1,"TB","DET"
"1406",2017,"12/18/2017",15,"TB",36,0,0,"TB","ATL"
"1407",2017,"12/31/2017",17,"TB",36,0,0,"TB","NO"
"1408",2018,"9/16/2018",2,"TB",36,0,0,"TB","PHI"
"1409",2018,"9/24/2018",3,"TB",36,0,0,"TB","PIT"
"1410",2018,"10/21/2018",7,"TB",36,0,0,"TB","CLE"
"1411",2018,"11/11/2018",10,"TB",36,0,0,"TB","WAS"
"1412",2018,"11/25/2018",12,"TB",36,0,0,"TB","SF"
"1413",2018,"12/2/2018",13,"TB",36,2,1,"TB","CAR"
"1414",2018,"12/9/2018",14,"TB",36,0,0,"TB","NO"
"1415",2018,"12/30/2018",17,"TB",36,0,0,"TB","ATL"
"1416",2019,"9/8/2019",1,"TB",36,0,0,"TB","SF"
"1417",2019,"9/22/2019",3,"TB",36,1,1,"TB","NYG"
"1418",2019,"11/10/2019",10,"TB",36,0,0,"TB","ARI"
"1419",2019,"11/17/2019",11,"TB",36,1,1,"TB","NO"
"1420",2019,"12/8/2019",14,"TB",36,0,0,"TB","IND"
"1421",2019,"12/21/2019",16,"TB",36,0,0,"TB","HOU"
"1422",2019,"12/29/2019",17,"TB",36,0,0,"TB","ATL"
"1423",2012,"9/16/2012",2,"SF",25,0,0,"SF","DET"
"1424",2012,"10/7/2012",5,"SF",25,0,0,"SF","BUF"
"1425",2012,"10/14/2012",6,"SF",25,1,1,"SF","NYG"
"1426",2012,"10/18/2012",7,"SF",25,0,0,"SF","SEA"
"1427",2012,"11/11/2012",10,"SF",25,1,1,"SF","STL"
"1428",2012,"11/19/2012",11,"SF",25,0,0,"SF","CHI"
"1429",2012,"12/9/2012",14,"SF",25,0,0,"SF","MIA"
"1430",2012,"12/30/2012",17,"SF",25,0,0,"SF","ARI"
"1431",2013,"9/8/2013",1,"SF",25,0,0,"SF","GB"
"1432",2013,"9/22/2013",3,"SF",25,1,1,"SF","IND"
"1433",2013,"10/6/2013",5,"SF",25,0,0,"SF","HOU"
"1434",2013,"10/13/2013",6,"SF",25,0,0,"SF","ARI"
"1435",2013,"11/10/2013",10,"SF",25,2,1,"SF","CAR"
"1436",2013,"12/1/2013",13,"SF",25,1,1,"SF","STL"
"1437",2013,"12/8/2013",14,"SF",25,0,0,"SF","SEA"
"1438",2013,"12/23/2013",16,"SF",25,1,1,"SF","ATL"
"1439",2012,"9/16/2012",2,"SEA",16,0,0,"SEA","DAL"
"1440",2012,"9/24/2012",3,"SEA",16,0,0,"SEA","GB"
"1441",2012,"10/14/2012",6,"SEA",16,0,0,"SEA","NE"
"1442",2012,"11/4/2012",9,"SEA",16,2,1,"SEA","MIN"
"1443",2012,"11/11/2012",10,"SEA",16,1,1,"SEA","NYJ"
"1444",2012,"12/9/2012",14,"SEA",16,1,1,"SEA","ARI"
"1445",2012,"12/23/2012",16,"SEA",16,1,1,"SEA","SF"
"1446",2012,"12/30/2012",17,"SEA",16,0,0,"SEA","STL"
"1447",2013,"9/15/2013",2,"SEA",16,1,1,"SEA","SF"
"1448",2013,"9/22/2013",3,"SEA",16,3,1,"SEA","JAX"
"1449",2013,"10/13/2013",6,"SEA",16,0,0,"SEA","TEN"
"1450",2013,"11/3/2013",9,"SEA",16,2,1,"SEA","TB"
"1451",2013,"11/17/2013",11,"SEA",16,2,1,"SEA","MIN"
"1452",2013,"12/2/2013",13,"SEA",16,0,0,"SEA","NO"
"1453",2013,"12/22/2013",16,"SEA",16,0,0,"SEA","ARI"
"1454",2013,"12/29/2013",17,"SEA",16,0,0,"SEA","STL"
"1455",2014,"9/4/2014",1,"SEA",16,1,1,"SEA","GB"
"1456",2014,"9/21/2014",3,"SEA",16,1,1,"SEA","DEN"
"1457",2014,"10/12/2014",6,"SEA",16,0,0,"SEA","DAL"
"1458",2014,"11/2/2014",9,"SEA",16,1,1,"SEA","OAK"
"1459",2014,"11/9/2014",10,"SEA",16,2,1,"SEA","NYG"
"1460",2014,"11/23/2014",12,"SEA",16,0,0,"SEA","ARI"
"1461",2014,"12/14/2014",15,"SEA",16,1,1,"SEA","SF"
"1462",2014,"12/28/2014",17,"SEA",16,0,0,"SEA","STL"
"1463",2015,"9/27/2015",3,"SEA",16,1,1,"SEA","CHI"
"1464",2015,"10/5/2015",4,"SEA",16,0,0,"SEA","DET"
"1465",2015,"10/18/2015",6,"SEA",16,2,1,"SEA","CAR"
"1466",2015,"11/15/2015",10,"SEA",16,1,1,"SEA","ARI"
"1467",2015,"11/22/2015",11,"SEA",16,1,1,"SEA","SF"
"1468",2015,"11/29/2015",12,"SEA",16,4,1,"SEA","PIT"
"1469",2015,"12/20/2015",15,"SEA",16,0,0,"SEA","CLE"
"1470",2015,"12/27/2015",16,"SEA",16,5,1,"SEA","STL"
"1471",2016,"9/11/2016",1,"SEA",16,1,1,"SEA","MIA"
"1472",2016,"9/25/2016",3,"SEA",16,0,0,"SEA","SF"
"1473",2016,"10/16/2016",6,"SEA",16,1,1,"SEA","ATL"
"1474",2016,"11/7/2016",9,"SEA",16,0,0,"SEA","BUF"
"1475",2016,"11/20/2016",11,"SEA",16,1,1,"SEA","PHI"
"1476",2016,"12/4/2016",13,"SEA",16,3,1,"SEA","CAR"
"1477",2016,"12/15/2016",15,"SEA",16,3,1,"SEA","LAR"
"1478",2016,"12/24/2016",16,"SEA",16,0,0,"SEA","ARI"
"1479",2017,"9/17/2017",2,"SEA",16,0,0,"SEA","SF"
"1480",2017,"10/1/2017",4,"SEA",16,1,1,"SEA","IND"
"1481",2017,"10/29/2017",8,"SEA",16,1,1,"SEA","HOU"
"1482",2017,"11/5/2017",9,"SEA",16,2,1,"SEA","WAS"
"1483",2017,"11/20/2017",11,"SEA",16,1,1,"SEA","ATL"
"1484",2017,"12/3/2017",13,"SEA",16,1,1,"SEA","PHI"
"1485",2017,"12/17/2017",15,"SEA",16,1,1,"SEA","LAR"
"1486",2017,"12/31/2017",17,"SEA",16,0,0,"SEA","ARI"
"1487",2018,"9/23/2018",3,"SEA",16,0,0,"SEA","DAL"
"1488",2018,"10/7/2018",5,"SEA",16,2,1,"SEA","LAR"
"1489",2018,"11/4/2018",9,"SEA",16,0,0,"SEA","LAC"
"1490",2018,"11/15/2018",11,"SEA",16,0,0,"SEA","GB"
"1491",2018,"12/2/2018",13,"SEA",16,0,0,"SEA","SF"
"1492",2018,"12/10/2018",14,"SEA",16,1,1,"SEA","MIN"
"1493",2018,"12/23/2018",16,"SEA",16,0,0,"SEA","KC"
"1494",2018,"12/30/2018",17,"SEA",16,0,0,"SEA","ARI"
"1495",2019,"9/8/2019",1,"SEA",16,0,0,"SEA","CIN"
"1496",2019,"9/22/2019",3,"SEA",16,0,0,"SEA","NO"
"1497",2019,"10/3/2019",5,"SEA",16,1,1,"SEA","LAR"
"1498",2019,"10/20/2019",7,"SEA",16,0,0,"SEA","BAL"
"1499",2019,"11/3/2019",9,"SEA",16,0,0,"SEA","TB"
"1500",2019,"12/2/2019",13,"SEA",16,1,1,"SEA","MIN"
"1501",2019,"12/22/2019",16,"SEA",16,1,1,"SEA","ARI"
"1502",2019,"12/29/2019",17,"SEA",16,0,0,"SEA","SF"
"1503",2014,"9/14/2014",2,"SF",15,1,1,"SF","CHI"
"1504",2014,"9/28/2014",4,"SF",15,0,0,"SF","PHI"
"1505",2014,"10/5/2014",5,"SF",15,1,1,"SF","KC"
"1506",2014,"11/2/2014",9,"SF",15,0,0,"SF","STL"
"1507",2014,"11/23/2014",12,"SF",15,1,1,"SF","WAS"
"1508",2014,"11/27/2014",13,"SF",15,0,0,"SF","SEA"
"1509",2014,"12/20/2014",16,"SF",15,2,1,"SF","SD"
"1510",2014,"12/28/2014",17,"SF",15,0,0,"SF","ARI"
"1511",2015,"9/14/2015",1,"SF",15,0,0,"SF","MIN"
"1512",2015,"10/4/2015",4,"SF",15,1,1,"SF","GB"
"1513",2015,"10/18/2015",6,"SF",15,0,0,"SF","BAL"
"1514",2015,"10/22/2015",7,"SF",15,0,0,"SF","SEA"
"1515",2015,"11/8/2015",9,"SF",15,1,1,"SF","ATL"
"1516",2015,"11/29/2015",12,"SF",15,0,0,"SF","ARI"
"1517",2015,"12/20/2015",15,"SF",15,1,1,"SF","CIN"
"1518",2015,"1/3/2016",17,"SF",15,0,0,"SF","STL"
"1519",2016,"9/12/2016",1,"SF",15,1,1,"SF","LAR"
"1520",2016,"10/2/2016",4,"SF",15,1,1,"SF","DAL"
"1521",2016,"10/6/2016",5,"SF",15,1,1,"SF","ARI"
"1522",2016,"10/23/2016",7,"SF",15,0,0,"SF","TB"
"1523",2016,"11/6/2016",9,"SF",15,0,0,"SF","NO"
"1524",2016,"11/20/2016",11,"SF",15,1,1,"SF","NE"
"1525",2016,"12/11/2016",14,"SF",15,2,1,"SF","NYJ"
"1526",2016,"1/1/2017",17,"SF",15,0,0,"SF","SEA"
"1527",2017,"9/10/2017",1,"SF",15,0,0,"SF","CAR"
"1528",2017,"9/21/2017",3,"SF",15,5,1,"SF","LAR"
"1529",2017,"10/22/2017",7,"SF",15,1,1,"SF","DAL"
"1530",2017,"11/5/2017",9,"SF",15,0,0,"SF","ARI"
"1531",2017,"11/12/2017",10,"SF",15,0,0,"SF","NYG"
"1532",2017,"11/26/2017",12,"SF",15,1,1,"SF","SEA"
"1533",2017,"12/17/2017",15,"SF",15,3,1,"SF","TEN"
"1534",2017,"12/24/2017",16,"SF",15,1,1,"SF","JAX"
"1535",2018,"9/16/2018",2,"SF",15,1,1,"SF","DET"
"1536",2018,"10/7/2018",5,"SF",15,0,0,"SF","ARI"
"1537",2018,"10/21/2018",7,"SF",15,0,0,"SF","LAR"
"1538",2018,"11/1/2018",9,"SF",15,0,0,"SF","OAK"
"1539",2018,"11/12/2018",10,"SF",15,0,0,"SF","NYG"
"1540",2018,"12/9/2018",14,"SF",15,2,1,"SF","DEN"
"1541",2018,"12/16/2018",15,"SF",15,0,0,"SF","SEA"
"1542",2018,"12/23/2018",16,"SF",15,1,1,"SF","CHI"
"1543",2019,"9/22/2019",3,"SF",15,0,0,"SF","PIT"
"1544",2019,"10/7/2019",5,"SF",15,0,0,"SF","CLE"
"1545",2019,"10/27/2019",8,"SF",15,0,0,"SF","CAR"
"1546",2019,"11/11/2019",10,"SF",15,1,1,"SF","SEA"
"1547",2019,"11/17/2019",11,"SF",15,0,0,"SF","ARI"
"1548",2019,"11/24/2019",12,"SF",15,0,0,"SF","GB"
"1549",2019,"12/15/2019",15,"SF",15,0,0,"SF","ATL"
"1550",2019,"12/21/2019",16,"SF",15,2,1,"SF","LAR"
"1551",2012,"9/16/2012",2,"PHI",11,0,0,"PHI","BAL"
"1552",2012,"9/30/2012",4,"PHI",11,1,1,"PHI","NYG"
"1553",2012,"10/14/2012",6,"PHI",11,1,1,"PHI","DET"
"1554",2012,"10/28/2012",8,"PHI",11,0,0,"PHI","ATL"
"1555",2012,"11/11/2012",10,"PHI",11,1,1,"PHI","DAL"
"1556",2012,"11/26/2012",12,"PHI",11,0,0,"PHI","CAR"
"1557",2012,"12/13/2012",15,"PHI",11,1,1,"PHI","CIN"
"1558",2012,"12/23/2012",16,"PHI",11,2,1,"PHI","WAS"
"1559",2013,"9/15/2013",2,"PHI",11,0,0,"PHI","SD"
"1560",2013,"9/19/2013",3,"PHI",11,0,0,"PHI","KC"
"1561",2013,"10/20/2013",7,"PHI",11,1,1,"PHI","DAL"
"1562",2013,"10/27/2013",8,"PHI",11,0,0,"PHI","NYG"
"1563",2013,"11/17/2013",11,"PHI",11,1,1,"PHI","WAS"
"1564",2013,"12/1/2013",13,"PHI",11,1,1,"PHI","ARI"
"1565",2013,"12/8/2013",14,"PHI",11,0,0,"PHI","DET"
"1566",2013,"12/22/2013",16,"PHI",11,0,0,"PHI","CHI"
"1567",2014,"9/7/2014",1,"PHI",11,1,1,"PHI","JAX"
"1568",2014,"9/21/2014",3,"PHI",11,0,0,"PHI","WAS"
"1569",2014,"10/5/2014",5,"PHI",11,0,0,"PHI","STL"
"1570",2014,"10/12/2014",6,"PHI",11,0,0,"PHI","NYG"
"1571",2014,"11/10/2014",10,"PHI",11,0,0,"PHI","CAR"
"1572",2014,"11/23/2014",12,"PHI",11,1,1,"PHI","TEN"
"1573",2014,"12/7/2014",14,"PHI",11,0,0,"PHI","SEA"
"1574",2014,"12/14/2014",15,"PHI",11,0,0,"PHI","DAL"
"1575",2015,"9/20/2015",2,"PHI",11,1,1,"PHI","DAL"
"1576",2015,"10/11/2015",5,"PHI",11,1,1,"PHI","NO"
"1577",2015,"10/19/2015",6,"PHI",11,1,1,"PHI","NYG"
"1578",2015,"11/15/2015",10,"PHI",11,3,1,"PHI","MIA"
"1579",2015,"11/22/2015",11,"PHI",11,2,1,"PHI","TB"
"1580",2015,"12/13/2015",14,"PHI",11,0,0,"PHI","BUF"
"1581",2015,"12/20/2015",15,"PHI",11,1,1,"PHI","ARI"
"1582",2015,"12/26/2015",16,"PHI",11,0,0,"PHI","WAS"
"1583",2016,"9/11/2016",1,"PHI",11,0,0,"PHI","CLE"
"1584",2016,"9/25/2016",3,"PHI",11,0,0,"PHI","PIT"
"1585",2016,"10/23/2016",7,"PHI",11,1,1,"PHI","MIN"
"1586",2016,"11/13/2016",10,"PHI",11,1,1,"PHI","ATL"
"1587",2016,"11/28/2016",12,"PHI",11,0,0,"PHI","GB"
"1588",2016,"12/11/2016",14,"PHI",11,2,1,"PHI","WAS"
"1589",2016,"12/22/2016",16,"PHI",11,2,1,"PHI","NYG"
"1590",2016,"1/1/2017",17,"PHI",11,0,0,"PHI","DAL"
"1591",2017,"9/24/2017",3,"PHI",11,0,0,"PHI","NYG"
"1592",2017,"10/8/2017",5,"PHI",11,1,1,"PHI","ARI"
"1593",2017,"10/23/2017",7,"PHI",11,0,0,"PHI","WAS"
"1594",2017,"10/29/2017",8,"PHI",11,1,1,"PHI","SF"
"1595",2017,"11/5/2017",9,"PHI",11,0,0,"PHI","DEN"
"1596",2017,"11/26/2017",12,"PHI",11,1,1,"PHI","CHI"
"1597",2017,"12/25/2017",16,"PHI",11,1,1,"PHI","OAK"
"1598",2017,"12/31/2017",17,"PHI",11,0,0,"PHI","DAL"
"1599",2018,"9/6/2018",1,"PHI",11,0,0,"PHI","ATL"
"1600",2018,"9/23/2018",3,"PHI",11,0,0,"PHI","IND"
"1601",2018,"10/7/2018",5,"PHI",11,0,0,"PHI","MIN"
"1602",2018,"10/21/2018",7,"PHI",11,0,0,"PHI","CAR"
"1603",2018,"11/11/2018",10,"PHI",11,1,1,"PHI","DAL"
"1604",2018,"11/25/2018",12,"PHI",11,0,0,"PHI","NYG"
"1605",2018,"12/3/2018",13,"PHI",11,0,0,"PHI","WAS"
"1606",2018,"12/23/2018",16,"PHI",11,0,0,"PHI","HOU"
"1607",2019,"9/8/2019",1,"PHI",11,0,0,"PHI","WAS"
"1608",2019,"9/22/2019",3,"PHI",11,0,0,"PHI","DET"
"1609",2019,"10/6/2019",5,"PHI",11,0,0,"PHI","NYJ"
"1610",2019,"11/3/2019",9,"PHI",11,0,0,"PHI","CHI"
"1611",2019,"11/17/2019",11,"PHI",11,2,1,"PHI","NE"
"1612",2019,"11/24/2019",12,"PHI",11,0,0,"PHI","SEA"
"1613",2019,"12/9/2019",14,"PHI",11,0,0,"PHI","NYG"
"1614",2019,"12/22/2019",16,"PHI",11,0,0,"PHI","DAL"
"1615",2012,"9/10/2012",1,"BAL",10,0,0,"BAL","CIN"
"1616",2012,"9/23/2012",3,"BAL",10,0,0,"BAL","NE"
"1617",2012,"9/27/2012",4,"BAL",10,1,1,"BAL","CLE"
"1618",2012,"10/14/2012",6,"BAL",10,1,1,"BAL","DAL"
"1619",2012,"11/11/2012",10,"BAL",10,1,1,"BAL","OAK"
"1620",2012,"12/2/2012",13,"BAL",10,1,1,"BAL","PIT"
"1621",2012,"12/16/2012",15,"BAL",10,2,1,"BAL","DEN"
"1622",2012,"12/23/2012",16,"BAL",10,0,0,"BAL","NYG"
"1623",2013,"9/15/2013",2,"BAL",10,0,0,"BAL","CLE"
"1624",2013,"9/22/2013",3,"BAL",10,0,0,"BAL","HOU"
"1625",2013,"10/13/2013",6,"BAL",10,0,0,"BAL","GB"
"1626",2013,"11/10/2013",10,"BAL",10,0,0,"BAL","CIN"
