"","Year","Date","Week","Location","elev","n_conc","conc_bin","Home_Team","Away_Team"
"871",2017,"10/1/2017",4,"DAL",575,0,0,"DAL","LAR"
"872",2017,"10/8/2017",5,"DAL",575,1,1,"DAL","GB"
"873",2017,"11/5/2017",9,"DAL",575,0,0,"DAL","KC"
"874",2017,"11/19/2017",11,"DAL",575,1,1,"DAL","PHI"
"875",2017,"11/23/2017",12,"DAL",575,2,1,"DAL","LAC"
"876",2017,"11/30/2017",13,"DAL",575,2,1,"DAL","WAS"
"877",2017,"12/24/2017",16,"DAL",575,0,0,"DAL","SEA"
"878",2018,"9/16/2018",2,"DAL",575,0,0,"DAL","NYG"
"879",2018,"9/30/2018",4,"DAL",575,1,1,"DAL","DET"
"880",2018,"10/14/2018",6,"DAL",575,0,0,"DAL","JAX"
"881",2018,"11/5/2018",9,"DAL",575,1,1,"DAL","TEN"
"882",2018,"11/22/2018",12,"DAL",575,0,0,"DAL","WAS"
"883",2018,"11/29/2018",13,"DAL",575,1,1,"DAL","NO"
"884",2018,"12/9/2018",14,"DAL",575,0,0,"DAL","PHI"
"885",2018,"12/23/2018",16,"DAL",575,0,0,"DAL","TB"
"886",2019,"9/8/2019",1,"DAL",575,2,1,"DAL","NYG"
"887",2019,"9/22/2019",3,"DAL",575,1,1,"DAL","MIA"
"888",2019,"10/6/2019",5,"DAL",575,1,1,"DAL","GB"
"889",2019,"10/20/2019",7,"DAL",575,0,0,"DAL","PHI"
"890",2019,"11/10/2019",10,"DAL",575,1,1,"DAL","MIN"
"891",2019,"11/28/2019",13,"DAL",575,0,0,"DAL","BUF"
"892",2019,"12/15/2019",15,"DAL",575,0,0,"DAL","LAR"
"893",2019,"12/29/2019",17,"DAL",575,0,0,"DAL","WAS"
"894",2012,"9/16/2012",2,"CIN",480,2,1,"CIN","CLE"
"895",2012,"10/7/2012",5,"CIN",480,1,1,"CIN","MIA"
"896",2012,"10/21/2012",7,"CIN",480,1,1,"CIN","PIT"
"897",2012,"11/4/2012",9,"CIN",480,0,0,"CIN","DEN"
"898",2012,"11/11/2012",10,"CIN",480,0,0,"CIN","NYG"
"899",2012,"11/25/2012",12,"CIN",480,0,0,"CIN","OAK"
"900",2012,"12/9/2012",14,"CIN",480,2,1,"CIN","DAL"
"901",2012,"12/30/2012",17,"CIN",480,0,0,"CIN","BAL"
"902",2013,"9/16/2013",2,"CIN",480,0,0,"CIN","PIT"
"903",2013,"9/22/2013",3,"CIN",480,1,1,"CIN","GB"
"904",2013,"10/6/2013",5,"CIN",480,1,1,"CIN","NE"
"905",2013,"10/27/2013",8,"CIN",480,2,1,"CIN","NYJ"
"906",2013,"11/17/2013",11,"CIN",480,0,0,"CIN","CLE"
"907",2013,"12/8/2013",14,"CIN",480,1,1,"CIN","IND"
"908",2013,"12/22/2013",16,"CIN",480,2,1,"CIN","MIN"
"909",2013,"12/29/2013",17,"CIN",480,0,0,"CIN","BAL"
"910",2014,"9/14/2014",2,"CIN",480,1,1,"CIN","ATL"
"911",2014,"9/21/2014",3,"CIN",480,1,1,"CIN","TEN"
"912",2014,"10/12/2014",6,"CIN",480,1,1,"CIN","CAR"
"913",2014,"10/26/2014",8,"CIN",480,0,0,"CIN","BAL"
"914",2014,"11/2/2014",9,"CIN",480,1,1,"CIN","JAX"
"915",2014,"11/6/2014",10,"CIN",480,1,1,"CIN","CLE"
"916",2014,"12/7/2014",14,"CIN",480,0,0,"CIN","PIT"
"917",2014,"12/22/2014",16,"CIN",480,0,0,"CIN","DEN"
"918",2015,"9/20/2015",2,"CIN",480,1,1,"CIN","SD"
"919",2015,"10/4/2015",4,"CIN",480,0,0,"CIN","KC"
"920",2015,"10/11/2015",5,"CIN",480,0,0,"CIN","SEA"
"921",2015,"11/5/2015",9,"CIN",480,0,0,"CIN","CLE"
"922",2015,"11/16/2015",10,"CIN",480,1,1,"CIN","HOU"
"923",2015,"11/29/2015",12,"CIN",480,0,0,"CIN","STL"
"924",2015,"12/13/2015",14,"CIN",480,2,1,"CIN","PIT"
"925",2015,"1/3/2016",17,"CIN",480,0,0,"CIN","BAL"
"926",2016,"9/25/2016",3,"CIN",480,0,0,"CIN","DEN"
"927",2016,"9/29/2016",4,"CIN",480,0,0,"CIN","MIA"
"928",2016,"10/23/2016",7,"CIN",480,2,1,"CIN","CLE"
"929",2016,"11/20/2016",11,"CIN",480,0,0,"CIN","BUF"
"930",2016,"12/4/2016",13,"CIN",480,0,0,"CIN","PHI"
"931",2016,"12/18/2016",15,"CIN",480,1,1,"CIN","PIT"
"932",2016,"1/1/2017",17,"CIN",480,0,0,"CIN","BAL"
"933",2017,"9/10/2017",1,"CIN",480,1,1,"CIN","BAL"
"934",2017,"9/14/2017",2,"CIN",480,0,0,"CIN","HOU"
"935",2017,"10/8/2017",5,"CIN",480,0,0,"CIN","BUF"
"936",2017,"10/29/2017",8,"CIN",480,0,0,"CIN","IND"
"937",2017,"11/26/2017",12,"CIN",480,0,0,"CIN","CLE"
"938",2017,"12/4/2017",13,"CIN",480,3,1,"CIN","PIT"
"939",2017,"12/10/2017",14,"CIN",480,0,0,"CIN","CHI"
"940",2017,"12/24/2017",16,"CIN",480,4,1,"CIN","DET"
"941",2018,"9/13/2018",2,"CIN",480,0,0,"CIN","BAL"
"942",2018,"10/7/2018",5,"CIN",480,1,1,"CIN","MIA"
"943",2018,"10/14/2018",6,"CIN",480,2,1,"CIN","PIT"
"944",2018,"10/28/2018",8,"CIN",480,0,0,"CIN","TB"
"945",2018,"11/11/2018",10,"CIN",480,1,1,"CIN","NO"
"946",2018,"11/25/2018",12,"CIN",480,1,1,"CIN","CLE"
"947",2018,"12/2/2018",13,"CIN",480,1,1,"CIN","DEN"
"948",2018,"12/16/2018",15,"CIN",480,1,1,"CIN","OAK"
"949",2019,"9/15/2019",2,"CIN",480,1,1,"CIN","SF"
"950",2019,"10/6/2019",5,"CIN",480,1,1,"CIN","ARI"
"951",2019,"10/20/2019",7,"CIN",480,0,0,"CIN","JAX"
"952",2019,"11/10/2019",10,"CIN",480,0,0,"CIN","BAL"
"953",2019,"11/24/2019",12,"CIN",480,1,1,"CIN","PIT"
"954",2019,"12/1/2019",13,"CIN",480,1,1,"CIN","NYJ"
"955",2019,"12/15/2019",15,"CIN",480,1,1,"CIN","NE"
"956",2019,"12/29/2019",17,"CIN",480,0,0,"CIN","CLE"
"957",2012,"9/16/2012",2,"STL",463,1,1,"STL","WAS"
"958",2012,"9/30/2012",4,"STL",463,1,1,"STL","SEA"
"959",2012,"10/4/2012",5,"STL",463,2,1,"STL","ARI"
"960",2012,"10/21/2012",7,"STL",463,0,0,"STL","GB"
"961",2012,"11/18/2012",11,"STL",463,0,0,"STL","NYJ"
"962",2012,"12/2/2012",13,"STL",463,0,0,"STL","SF"
"963",2012,"12/16/2012",15,"STL",463,0,0,"STL","MIN"
"964",2013,"9/8/2013",1,"STL",463,0,0,"STL","ARI"
"965",2013,"9/26/2013",4,"STL",463,1,1,"STL","SF"
"966",2013,"10/6/2013",5,"STL",463,0,0,"STL","JAX"
"967",2013,"10/28/2013",8,"STL",463,0,0,"STL","SEA"
"968",2013,"11/3/2013",9,"STL",463,0,0,"STL","TEN"
"969",2013,"11/24/2013",12,"STL",463,4,1,"STL","CHI"
"970",2013,"12/15/2013",15,"STL",463,0,0,"STL","NO"
"971",2013,"12/22/2013",16,"STL",463,0,0,"STL","TB"
"972",2014,"9/7/2014",1,"STL",463,0,0,"STL","MIN"
"973",2014,"9/21/2014",3,"STL",463,1,1,"STL","DAL"
"974",2014,"10/13/2014",6,"STL",463,1,1,"STL","SF"
"975",2014,"10/19/2014",7,"STL",463,2,1,"STL","SEA"
"976",2014,"11/16/2014",11,"STL",463,1,1,"STL","DEN"
"977",2014,"11/30/2014",13,"STL",463,1,1,"STL","OAK"
"978",2014,"12/11/2014",15,"STL",463,0,0,"STL","ARI"
"979",2014,"12/21/2014",16,"STL",463,1,1,"STL","NYG"
"980",2015,"9/13/2015",1,"STL",463,1,1,"STL","SEA"
"981",2015,"9/27/2015",3,"STL",463,0,0,"STL","PIT"
"982",2015,"10/25/2015",7,"STL",463,2,1,"STL","CLE"
"983",2015,"11/1/2015",8,"STL",463,2,1,"STL","SF"
"984",2015,"11/15/2015",10,"STL",463,1,1,"STL","CHI"
"985",2015,"12/6/2015",13,"STL",463,2,1,"STL","ARI"
"986",2015,"12/13/2015",14,"STL",463,0,0,"STL","DET"
"987",2015,"12/17/2015",15,"STL",463,0,0,"STL","TB"
"988",2012,"9/9/2012",1,"TEN",397,1,1,"TEN","NE"
"989",2012,"9/23/2012",3,"TEN",397,0,0,"TEN","DET"
"990",2012,"10/11/2012",6,"TEN",397,0,0,"TEN","PIT"
"991",2012,"10/28/2012",8,"TEN",397,1,1,"TEN","IND"
"992",2012,"11/4/2012",9,"TEN",397,0,0,"TEN","CHI"
"993",2012,"12/2/2012",13,"TEN",397,1,1,"TEN","HOU"
"994",2012,"12/17/2012",15,"TEN",397,0,0,"TEN","NYJ"
"995",2012,"12/30/2012",17,"TEN",397,0,0,"TEN","JAX"
"996",2013,"9/22/2013",3,"TEN",397,2,1,"TEN","SD"
"997",2013,"9/29/2013",4,"TEN",397,1,1,"TEN","NYJ"
"998",2013,"10/6/2013",5,"TEN",397,2,1,"TEN","KC"
"999",2013,"10/20/2013",7,"TEN",397,0,0,"TEN","SF"
"1000",2013,"11/10/2013",10,"TEN",397,2,1,"TEN","JAX"
"1001",2013,"11/14/2013",11,"TEN",397,2,1,"TEN","IND"
"1002",2013,"12/15/2013",15,"TEN",397,1,1,"TEN","ARI"
"1003",2013,"12/29/2013",17,"TEN",397,0,0,"TEN","HOU"
"1004",2014,"9/14/2014",2,"TEN",397,1,1,"TEN","DAL"
"1005",2014,"10/5/2014",5,"TEN",397,0,0,"TEN","CLE"
"1006",2014,"10/12/2014",6,"TEN",397,0,0,"TEN","JAX"
"1007",2014,"10/26/2014",8,"TEN",397,0,0,"TEN","HOU"
"1008",2014,"11/17/2014",11,"TEN",397,0,0,"TEN","PIT"
"1009",2014,"12/7/2014",14,"TEN",397,1,1,"TEN","NYG"
"1010",2014,"12/14/2014",15,"TEN",397,0,0,"TEN","NYJ"
"1011",2014,"12/28/2014",17,"TEN",397,0,0,"TEN","IND"
"1012",2015,"9/27/2015",3,"TEN",397,1,1,"TEN","IND"
"1013",2015,"10/11/2015",5,"TEN",397,1,1,"TEN","BUF"
"1014",2015,"10/18/2015",6,"TEN",397,0,0,"TEN","MIA"
"1015",2015,"10/25/2015",7,"TEN",397,1,1,"TEN","ATL"
"1016",2015,"11/15/2015",10,"TEN",397,0,0,"TEN","CAR"
"1017",2015,"11/29/2015",12,"TEN",397,0,0,"TEN","OAK"
"1018",2015,"12/6/2015",13,"TEN",397,0,0,"TEN","JAX"
"1019",2015,"12/27/2015",16,"TEN",397,1,1,"TEN","HOU"
"1020",2016,"9/11/2016",1,"TEN",397,0,0,"TEN","MIN"
"1021",2016,"9/25/2016",3,"TEN",397,0,0,"TEN","OAK"
"1022",2016,"10/16/2016",6,"TEN",397,0,0,"TEN","CLE"
"1023",2016,"10/23/2016",7,"TEN",397,1,1,"TEN","IND"
"1024",2016,"10/27/2016",8,"TEN",397,0,0,"TEN","JAX"
"1025",2016,"11/13/2016",10,"TEN",397,0,0,"TEN","GB"
"1026",2016,"12/11/2016",14,"TEN",397,0,0,"TEN","DEN"
"1027",2016,"1/1/2017",17,"TEN",397,0,0,"TEN","HOU"
"1028",2017,"9/10/2017",1,"TEN",397,0,0,"TEN","OAK"
"1029",2017,"9/24/2017",3,"TEN",397,0,0,"TEN","SEA"
"1030",2017,"10/16/2017",6,"TEN",397,0,0,"TEN","IND"
"1031",2017,"11/5/2017",9,"TEN",397,1,1,"TEN","BAL"
"1032",2017,"11/12/2017",10,"TEN",397,1,1,"TEN","CIN"
"1033",2017,"12/3/2017",13,"TEN",397,5,1,"TEN","HOU"
"1034",2017,"12/24/2017",16,"TEN",397,0,0,"TEN","LAR"
"1035",2017,"12/31/2017",17,"TEN",397,0,0,"TEN","JAX"
"1036",2018,"9/16/2018",2,"TEN",397,0,0,"TEN","HOU"
"1037",2018,"9/30/2018",4,"TEN",397,0,0,"TEN","PHI"
"1038",2018,"10/14/2018",6,"TEN",397,0,0,"TEN","BAL"
"1039",2018,"11/11/2018",10,"TEN",397,0,0,"TEN","NE"
"1040",2018,"12/2/2018",13,"TEN",397,0,0,"TEN","NYJ"
"1041",2018,"12/6/2018",14,"TEN",397,0,0,"TEN","JAX"
"1042",2018,"12/22/2018",16,"TEN",397,0,0,"TEN","WAS"
"1043",2018,"12/30/2018",17,"TEN",397,0,0,"TEN","IND"
"1044",2019,"9/15/2019",2,"TEN",397,1,1,"TEN","IND"
"1045",2019,"10/6/2019",5,"TEN",397,2,1,"TEN","BUF"
"1046",2019,"10/20/2019",7,"TEN",397,0,0,"TEN","LAC"
"1047",2019,"10/27/2019",8,"TEN",397,2,1,"TEN","TB"
"1048",2019,"11/10/2019",10,"TEN",397,0,0,"TEN","KC"
"1049",2019,"11/24/2019",12,"TEN",397,1,1,"TEN","JAX"
"1050",2019,"12/15/2019",15,"TEN",397,1,1,"TEN","HOU"
"1051",2019,"12/22/2019",16,"TEN",397,2,1,"TEN","NO"
"1052",2012,"12/16/2012",15,"TOR",397,0,0,"BUF","SEA"
"1053",2013,"12/1/2013",13,"TOR",397,0,0,"BUF","ATL"
"1054",2012,"9/16/2012",2,"NE",260,0,0,"NE","ARI"
"1055",2012,"10/7/2012",5,"NE",260,1,1,"NE","DEN"
"1056",2012,"10/21/2012",7,"NE",260,0,0,"NE","NYJ"
"1057",2012,"11/11/2012",10,"NE",260,1,1,"NE","BUF"
"1058",2012,"11/18/2012",11,"NE",260,1,1,"NE","IND"
"1059",2012,"12/10/2012",14,"NE",260,0,0,"NE","HOU"
"1060",2012,"12/16/2012",15,"NE",260,1,1,"NE","SF"
"1061",2012,"12/30/2012",17,"NE",260,0,0,"NE","MIA"
"1062",2013,"9/12/2013",2,"NE",260,0,0,"NE","NYJ"
"1063",2013,"9/22/2013",3,"NE",260,0,0,"NE","TB"
"1064",2013,"10/13/2013",6,"NE",260,2,1,"NE","NO"
"1065",2013,"10/27/2013",8,"NE",260,0,0,"NE","MIA"
"1066",2013,"11/3/2013",9,"NE",260,2,1,"NE","PIT"
"1067",2013,"11/24/2013",12,"NE",260,1,1,"NE","DEN"
"1068",2013,"12/8/2013",14,"NE",260,2,1,"NE","CLE"
"1069",2013,"12/29/2013",17,"NE",260,0,0,"NE","BUF"
"1070",2014,"9/21/2014",3,"NE",260,0,0,"NE","OAK"
"1071",2014,"10/5/2014",5,"NE",260,0,0,"NE","CIN"
"1072",2014,"10/16/2014",7,"NE",260,0,0,"NE","NYJ"
"1073",2014,"10/26/2014",8,"NE",260,0,0,"NE","CHI"
"1074",2014,"11/2/2014",9,"NE",260,0,0,"NE","DEN"
"1075",2014,"11/23/2014",12,"NE",260,2,1,"NE","DET"
"1076",2014,"12/14/2014",15,"NE",260,1,1,"NE","MIA"
"1077",2014,"12/28/2014",17,"NE",260,0,0,"NE","BUF"
"1078",2015,"9/10/2015",1,"NE",260,1,1,"NE","PIT"
"1079",2015,"9/27/2015",3,"NE",260,0,0,"NE","JAX"
"1080",2015,"10/25/2015",7,"NE",260,1,1,"NE","NYJ"
"1081",2015,"10/29/2015",8,"NE",260,0,0,"NE","MIA"
"1082",2015,"11/8/2015",9,"NE",260,1,1,"NE","WAS"
"1083",2015,"11/23/2015",11,"NE",260,2,1,"NE","BUF"
"1084",2015,"12/6/2015",13,"NE",260,0,0,"NE","PHI"
"1085",2015,"12/20/2015",15,"NE",260,1,1,"NE","TEN"
"1086",2016,"9/18/2016",2,"NE",260,0,0,"NE","MIA"
"1087",2016,"9/22/2016",3,"NE",260,0,0,"NE","HOU"
"1088",2016,"10/2/2016",4,"NE",260,1,1,"NE","BUF"
"1089",2016,"10/16/2016",6,"NE",260,0,0,"NE","CIN"
"1090",2016,"11/13/2016",10,"NE",260,0,0,"NE","SEA"
"1091",2016,"12/4/2016",13,"NE",260,0,0,"NE","LAR"
"1092",2016,"12/12/2016",14,"NE",260,1,1,"NE","BAL"
"1093",2016,"12/24/2016",16,"NE",260,0,0,"NE","NYJ"
"1094",2017,"9/7/2017",1,"NE",260,1,1,"NE","KC"
"1095",2017,"9/24/2017",3,"NE",260,0,0,"NE","HOU"
"1096",2017,"10/1/2017",4,"NE",260,0,0,"NE","CAR"
"1097",2017,"10/22/2017",7,"NE",260,0,0,"NE","ATL"
"1098",2017,"10/29/2017",8,"NE",260,0,0,"NE","LAC"
"1099",2017,"11/26/2017",12,"NE",260,2,1,"NE","MIA"
"1100",2017,"12/24/2017",16,"NE",260,1,1,"NE","BUF"
"1101",2017,"12/31/2017",17,"NE",260,0,0,"NE","NYJ"
"1102",2018,"9/9/2018",1,"NE",260,2,1,"NE","HOU"
"1103",2018,"9/30/2018",4,"NE",260,0,0,"NE","MIA"
"1104",2018,"10/4/2018",5,"NE",260,2,1,"NE","IND"
"1105",2018,"10/14/2018",6,"NE",260,2,1,"NE","KC"
"1106",2018,"11/4/2018",9,"NE",260,0,0,"NE","GB"
"1107",2018,"12/2/2018",13,"NE",260,1,1,"NE","MIN"
"1108",2018,"12/23/2018",16,"NE",260,0,0,"NE","BUF"
"1109",2018,"12/30/2018",17,"NE",260,0,0,"NE","NYJ"
"1110",2019,"9/8/2019",1,"NE",260,0,0,"NE","PIT"
"1111",2019,"9/22/2019",3,"NE",260,0,0,"NE","NYJ"
"1112",2019,"10/10/2019",6,"NE",260,3,1,"NE","NYG"
"1113",2019,"10/27/2019",8,"NE",260,1,1,"NE","CLE"
"1114",2019,"11/24/2019",12,"NE",260,1,1,"NE","DAL"
"1115",2019,"12/8/2019",14,"NE",260,0,0,"NE","KC"
"1116",2019,"12/21/2019",16,"NE",260,0,0,"NE","BUF"
"1117",2019,"12/29/2019",17,"NE",260,0,0,"NE","MIA"
"1118",2012,"10/28/2012",8,"LON",197,2,1,"STL","NE"
"1119",2013,"10/27/2013",8,"LON",197,1,1,"JAX","SF"
"1120",2013,"9/29/2013",4,"LON",197,0,0,"MIN","PIT"
"1121",2014,"10/26/2014",8,"LON",197,0,0,"ATL","DET"
"1122",2014,"11/9/2014",10,"LON",197,0,0,"JAX","DAL"
"1123",2014,"9/28/2014",4,"LON",197,0,0,"OAK","MIA"
"1124",2015,"10/25/2015",7,"LON",197,1,1,"JAX","BUF"
"1125",2015,"11/1/2015",8,"LON",197,1,1,"KC","DET"
"1126",2015,"10/4/2015",4,"LON",197,1,1,"MIA","NYJ"
"1127",2016,"10/30/2016",8,"LON",197,1,1,"CIN","WAS"
"1128",2016,"10/2/2016",4,"LON",197,0,0,"JAX","IND"
"1129",2017,"10/1/2017",4,"LON",197,2,1,"MIA","NO"
"1130",2017,"10/22/2017",7,"LON",197,1,1,"LAR","ARI"
"1131",2018,"10/28/2018",8,"LON",197,0,0,"JAX","PHI"
"1132",2018,"10/14/2018",6,"LON",197,1,1,"OAK","SEA"
"1133",2018,"10/21/2018",7,"LON",197,0,0,"LAC","TEN"
"1134",2019,"11/3/2019",9,"LON",197,0,0,"JAX","HOU"
"1135",2019,"10/27/2019",8,"LON",197,1,1,"LAR","CIN"
"1136",2012,"9/23/2012",3,"WAS",195,0,0,"WAS","CIN"
"1137",2012,"10/7/2012",5,"WAS",195,1,1,"WAS","ATL"
"1138",2012,"10/14/2012",6,"WAS",195,1,1,"WAS","MIN"
"1139",2012,"11/4/2012",9,"WAS",195,2,1,"WAS","CAR"
"1140",2012,"11/18/2012",11,"WAS",195,1,1,"WAS","PHI"
"1141",2012,"12/3/2012",13,"WAS",195,0,0,"WAS","NYG"
"1142",2012,"12/9/2012",14,"WAS",195,0,0,"WAS","BAL"
"1143",2012,"12/30/2012",17,"WAS",195,0,0,"WAS","DAL"
"1144",2013,"9/9/2013",1,"WAS",195,1,1,"WAS","PHI"
"1145",2013,"9/22/2013",3,"WAS",195,0,0,"WAS","DET"
"1146",2013,"10/20/2013",7,"WAS",195,1,1,"WAS","CHI"
"1147",2013,"11/3/2013",9,"WAS",195,0,0,"WAS","SD"
"1148",2013,"11/25/2013",12,"WAS",195,0,0,"WAS","SF"
"1149",2013,"12/1/2013",13,"WAS",195,1,1,"WAS","NYG"
"1150",2013,"12/8/2013",14,"WAS",195,0,0,"WAS","KC"
"1151",2013,"12/22/2013",16,"WAS",195,0,0,"WAS","DAL"
"1152",2014,"9/14/2014",2,"WAS",195,0,0,"WAS","JAX"
"1153",2014,"9/25/2014",4,"WAS",195,1,1,"WAS","NYG"
"1154",2014,"10/6/2014",5,"WAS",195,0,0,"WAS","SEA"
"1155",2014,"10/19/2014",7,"WAS",195,0,0,"WAS","TEN"
"1156",2014,"11/16/2014",11,"WAS",195,1,1,"WAS","TB"
"1157",2014,"12/7/2014",14,"WAS",195,0,0,"WAS","STL"
"1158",2014,"12/20/2014",16,"WAS",195,0,0,"WAS","PHI"
"1159",2014,"12/28/2014",17,"WAS",195,0,0,"WAS","DAL"
"1160",2015,"9/13/2015",1,"WAS",195,2,1,"WAS","MIA"
"1161",2015,"9/20/2015",2,"WAS",195,0,0,"WAS","STL"
"1162",2015,"10/4/2015",4,"WAS",195,1,1,"WAS","PHI"
"1163",2015,"10/25/2015",7,"WAS",195,1,1,"WAS","TB"
"1164",2015,"11/15/2015",10,"WAS",195,0,0,"WAS","NO"
"1165",2015,"11/29/2015",12,"WAS",195,0,0,"WAS","NYG"
"1166",2015,"12/7/2015",13,"WAS",195,0,0,"WAS","DAL"
"1167",2015,"12/20/2015",15,"WAS",195,0,0,"WAS","BUF"
"1168",2016,"9/12/2016",1,"WAS",195,1,1,"WAS","PIT"
"1169",2016,"9/18/2016",2,"WAS",195,0,0,"WAS","DAL"
"1170",2016,"10/2/2016",4,"WAS",195,2,1,"WAS","CLE"
"1171",2016,"10/16/2016",6,"WAS",195,0,0,"WAS","PHI"
"1172",2016,"11/13/2016",10,"WAS",195,1,1,"WAS","MIN"
"1173",2016,"11/20/2016",11,"WAS",195,0,0,"WAS","GB"
"1174",2016,"12/19/2016",15,"WAS",195,1,1,"WAS","CAR"
"1175",2016,"1/1/2017",17,"WAS",195,0,0,"WAS","NYG"
"1176",2017,"9/10/2017",1,"WAS",195,0,0,"WAS","PHI"
"1177",2017,"9/24/2017",3,"WAS",195,0,0,"WAS","OAK"
"1178",2017,"10/15/2017",6,"WAS",195,1,1,"WAS","SF"
"1179",2017,"10/29/2017",8,"WAS",195,2,1,"WAS","DAL"
"1180",2017,"11/12/2017",10,"WAS",195,1,1,"WAS","MIN"
"1181",2017,"11/23/2017",12,"WAS",195,0,0,"WAS","NYG"
"1182",2017,"12/17/2017",15,"WAS",195,0,0,"WAS","ARI"
"1183",2017,"12/24/2017",16,"WAS",195,1,1,"WAS","DEN"
"1184",2018,"9/16/2018",2,"WAS",195,1,1,"WAS","IND"
"1185",2018,"9/23/2018",3,"WAS",195,1,1,"WAS","GB"
"1186",2018,"10/14/2018",6,"WAS",195,0,0,"WAS","CAR"
"1187",2018,"10/21/2018",7,"WAS",195,0,0,"WAS","DAL"
"1188",2018,"11/4/2018",9,"WAS",195,0,0,"WAS","ATL"
"1189",2018,"11/18/2018",11,"WAS",195,0,0,"WAS","HOU"
"1190",2018,"12/9/2018",14,"WAS",195,1,1,"WAS","NYG"
"1191",2018,"12/30/2018",17,"WAS",195,0,0,"WAS","PHI"
"1192",2019,"9/15/2019",2,"WAS",195,0,0,"WAS","DAL"
"1193",2019,"9/23/2019",3,"WAS",195,1,1,"WAS","CHI"
"1194",2019,"10/6/2019",5,"WAS",195,1,1,"WAS","NE"
"1195",2019,"10/20/2019",7,"WAS",195,0,0,"WAS","SF"
"1196",2019,"11/17/2019",11,"WAS",195,0,0,"WAS","NYJ"
"1197",2019,"11/24/2019",12,"WAS",195,2,1,"WAS","DET"
"1198",2019,"12/15/2019",15,"WAS",195,0,0,"WAS","PHI"
"1199",2019,"12/22/2019",16,"WAS",195,3,1,"WAS","NYG"
"1200",2016,"9/18/2016",2,"LAR",161,0,0,"LAR","SEA"
"1201",2016,"10/9/2016",5,"LAR",161,0,0,"LAR","BUF"
"1202",2016,"11/6/2016",9,"LAR",161,1,1,"LAR","CAR"
"1203",2016,"11/20/2016",11,"LAR",161,0,0,"LAR","MIA"
"1204",2016,"12/11/2016",14,"LAR",161,2,1,"LAR","ATL"
"1205",2016,"12/24/2016",16,"LAR",161,0,0,"LAR","SF"
"1206",2016,"1/1/2017",17,"LAR",161,0,0,"LAR","ARI"
"1207",2017,"9/10/2017",1,"LAR",161,0,0,"LAR","IND"
"1208",2017,"9/17/2017",2,"LAR",161,0,0,"LAR","WAS"
"1209",2017,"10/8/2017",5,"LAR",161,0,0,"LAR","SEA"
"1210",2017,"11/12/2017",10,"LAR",161,0,0,"LAR","HOU"
"1211",2017,"11/26/2017",12,"LAR",161,1,1,"LAR","NO"
"1212",2017,"12/10/2017",14,"LAR",161,0,0,"LAR","PHI"
"1213",2017,"12/31/2017",17,"LAR",161,0,0,"LAR","SF"
"1214",2018,"9/16/2018",2,"LAR",161,0,0,"LAR","ARI"
"1215",2018,"9/23/2018",3,"LAR",161,0,0,"LAR","LAC"
"1216",2018,"9/27/2018",4,"LAR",161,1,1,"LAR","MIN"
"1217",2018,"10/28/2018",8,"LAR",161,0,0,"LAR","GB"
"1218",2018,"11/11/2018",10,"LAR",161,0,0,"LAR","SEA"
"1219",2018,"12/16/2018",15,"LAR",161,0,0,"LAR","PHI"
"1220",2018,"12/30/2018",17,"LAR",161,0,0,"LAR","SF"
"1221",2019,"9/15/2019",2,"LAR",161,0,0,"LAR","NO"
"1222",2019,"9/29/2019",4,"LAR",161,0,0,"LAR","TB"
"1223",2019,"10/13/2019",6,"LAR",161,0,0,"LAR","SF"
"1224",2019,"11/17/2019",11,"LAR",161,0,0,"LAR","CHI"
"1225",2019,"11/25/2019",12,"LAR",161,0,0,"LAR","BAL"
"1226",2019,"12/8/2019",14,"LAR",161,0,0,"LAR","SEA"
"1227",2019,"12/29/2019",17,"LAR",161,0,0,"LAR","ARI"
"1228",2018,"11/19/2018",11,"LAR",161,0,0,"LAR","KC"
"1229",2016,"10/23/2016",7,"LON",85,1,1,"LAR","NYG"
"1230",2017,"10/29/2017",8,"LON",85,1,1,"CLE","MIN"
"1231",2017,"9/24/2017",3,"LON",85,0,0,"JAX","BAL"
"1232",2017,"9/17/2017",2,"LAC",78,0,0,"LAC","MIA"
"1233",2017,"9/24/2017",3,"LAC",78,0,0,"LAC","KC"
"1234",2017,"10/1/2017",4,"LAC",78,0,0,"LAC","PHI"
"1235",2017,"10/22/2017",7,"LAC",78,0,0,"LAC","DEN"
"1236",2017,"11/19/2017",11,"LAC",78,0,0,"LAC","BUF"
"1237",2017,"12/3/2017",13,"LAC",78,0,0,"LAC","CLE"
"1238",2017,"12/10/2017",14,"LAC",78,0,0,"LAC","WAS"
"1239",2017,"12/31/2017",17,"LAC",78,0,0,"LAC","OAK"
"1240",2018,"9/9/2018",1,"LAC",78,0,0,"LAC","KC"
"1241",2018,"9/30/2018",4,"LAC",78,0,0,"LAC","SF"
"1242",2018,"10/7/2018",5,"LAC",78,0,0,"LAC","OAK"
"1243",2018,"11/18/2018",11,"LAC",78,1,1,"LAC","DEN"
"1244",2018,"11/25/2018",12,"LAC",78,0,0,"LAC","ARI"
"1245",2018,"12/9/2018",14,"LAC",78,1,1,"LAC","CIN"
"1246",2018,"12/22/2018",16,"LAC",78,0,0,"LAC","BAL"
"1247",2019,"9/8/2019",1,"LAC",78,1,1,"LAC","IND"
"1248",2019,"9/22/2019",3,"LAC",78,0,0,"LAC","HOU"
